employee_id,stadtteil_name,home_lat,home_lon,population_density,residential_score,transport_score,distance_to_company_km,distance_to_station,pt_access_score,nearest_station_id,walking_distance,driving_time_minutes,transit_time_minutes,transit_transfers,commute_group,time_score,convenience_score,access_score,adoption_score,ticket_recommendation
137,Norderstedt-Garstedt,53.720187,10.014281,2900,1.0,0.3478,1.65,302.6,0.685,324345360.0,302.6,7.0,31.0,1.0,30–45 min,0.0324,0.5021,0.685,0.488,Recommend Deutschlandticket
138,Fuhlsbüttel,53.635447,10.014337,2400,1.0,0.2609,8.0,542.2,0.5077,6325109265.0,542.2,18.0,43.0,1.0,30–45 min,0.2494,0.3846,0.5077,0.4109,Optional
139,Harburg,53.45810899999999,9.970632,5200,1.0,0.7826,27.78,204.9,0.7741,5686864204.0,204.9,41.0,150.0,2.0,>60 min,0.0701,0.0357,0.7741,0.3609,Optional
140,Bahrenfeld,53.571427,9.914,3200,1.0,0.4348,16.2,10.1,0.9875,335550067.0,10.1,22.0,99.0,4.0,>60 min,0.0302,0.1108,0.9875,0.4728,Recommend Deutschlandticket
141,Fuhlsbüttel,53.630356000000006,9.999043,2400,1.0,0.2609,8.53,374.9,0.6259,6178113265.0,374.9,16.0,60.0,1.0,45–60 min,0.0639,0.2636,0.6259,0.3803,Optional
142,Fuhlsbüttel,53.631985,10.003682,2400,1.0,0.2609,8.35,44.5,0.9459,6178138208.0,44.5,16.0,50.0,1.0,45–60 min,0.1194,0.3292,0.9459,0.5536,Recommend Deutschlandticket
143,Norderstedt-Mitte,53.70499,10.00471,3800,1.0,0.5217,0.25,146.2,0.8329,726615347.0,146.2,4.0,26.0,0.0,≤30 min,0.0041,0.5611,0.8329,0.568,Recommend Deutschlandticket
144,Bramfeld,53.604967,10.074182,4200,1.0,0.4348,12.29,250.7,0.731,5901964536.0,250.7,30.0,76.0,3.0,>60 min,0.2158,0.1847,0.731,0.4264,Optional
145,Alsterdorf,53.59844,10.01057,3900,1.0,0.3478,12.09,219.3,0.7602,357569531.0,219.3,22.0,64.0,2.0,>60 min,0.1482,0.2412,0.7602,0.4466,Optional
146,Stellingen,53.581247,9.933003,4100,0.25,0.3913,14.74,213.3,0.7659,334470306.0,213.3,22.0,79.0,4.0,>60 min,0.075,0.1728,0.7659,0.4092,Optional
147,Sternschanze,53.55337900000001,9.975196,7200,0.25,0.8261,17.2,170.6,0.8079999999999999,337293173.0,170.6,35.0,71.0,3.0,>60 min,0.3575,0.2064,0.8079999999999999,0.4957,Recommend Deutschlandticket
148,Ohlsdorf,53.627664,10.038246,2800,1.0,0.2174,9.13,106.7,0.8751,6343564286.0,106.7,21.0,53.0,1.0,45–60 min,0.2179,0.308,0.8751,0.5347,Recommend Deutschlandticket
149,Barmbek-Nord,53.605249,10.05151,5600,1.0,0.7826,11.77,232.7,0.7476,5742815439.0,232.7,28.0,66.0,2.0,>60 min,0.2574,0.2307,0.7476,0.4589,Recommend Deutschlandticket
150,Altona-Altstadt,53.55242,9.941707,4200,1.0,0.8696,17.68,145.1,0.8341,286725371.0,145.1,31.0,78.0,4.0,>60 min,0.2196,0.1767,0.8341,0.4686,Recommend Deutschlandticket
151,Langenbek,53.46922900000001,9.951696,3400,1.0,0.3043,26.68,180.5,0.7979999999999999,63353504.0,180.5,34.0,158.0,2.0,>60 min,0.0261,0.0299,0.7979999999999999,0.3603,Optional
152,Poppenbüttel,53.658341,10.085866,2400,1.0,0.2609,7.7,113.1,0.8682,360350126.0,113.1,18.0,60.0,2.0,45–60 min,0.097,0.2636,0.8682,0.4913,Recommend Deutschlandticket
153,Rotherbaum,53.56410699999999,9.993582,5200,1.0,0.7826,15.92,86.0,0.8981,417976341.0,86.0,35.0,67.0,3.0,>60 min,0.4008,0.2256,0.8981,0.5503,Recommend Deutschlandticket
154,Dulsberg,53.58135,10.062242,6800,0.25,0.7391,14.52,60.6,0.927,607008003.0,60.6,35.0,77.0,2.0,>60 min,0.3012,0.1807,0.927,0.5263,Recommend Deutschlandticket
155,Othmarschen,53.543354,9.879395,2800,1.0,0.1739,19.97,495.7,0.5382,270634240.0,495.7,28.0,156.0,3.0,>60 min,0.0103,0.0312,0.5382,0.2457,Not recommended
156,Farmsen-Berne,53.616005,10.144469,3200,1.0,0.3913,13.79,291.2,0.6949,365099128.0,291.2,34.0,183.0,2.0,>60 min,0.0125,0.0171,0.6949,0.3084,Optional
157,Eimsbüttel,53.57182,9.948582,5500,1.0,0.6957,15.47,272.6,0.7112,10142828573.0,272.6,26.0,73.0,4.0,>60 min,0.164,0.1975,0.7112,0.4123,Optional
158,Farmsen-Berne,53.61386,10.141793,3200,1.0,0.3913,13.84,402.0,0.605,848503071.0,402.0,34.0,182.0,2.0,>60 min,0.0129,0.0175,0.605,0.2699,Not recommended
159,Hamm,53.552458,10.052107,5400,1.0,0.6522,17.5,212.5,0.7667,10837322125.0,212.5,40.0,91.0,3.0,>60 min,0.2794,0.1324,0.7667,0.435,Optional
160,Harburg,53.468773,9.970125,5200,1.0,0.7826,26.6,285.9,0.6995,21764350.0,285.9,36.0,155.0,2.0,>60 min,0.0367,0.0319,0.6995,0.3207,Optional
161,Othmarschen,53.55154200000001,9.894992,2800,1.0,0.1739,18.72,348.5,0.6468,5948718498.0,348.5,26.0,133.0,3.0,>60 min,0.0163,0.052,0.6468,0.3014,Optional
162,Sasel,53.64885,10.110881,2700,1.0,0.3043,9.63,555.3,0.4995,12468500077.0,555.3,25.0,76.0,2.0,>60 min,0.13,0.1847,0.4995,0.3096,Optional
163,Lokstedt,53.601662,9.963365,4800,1.0,0.4348,12.01,170.9,0.8077,6103375737.0,170.9,24.0,71.0,4.0,>60 min,0.1411,0.2064,0.8077,0.4527,Recommend Deutschlandticket
164,Altona-Nord,53.560785,9.952305,6800,0.25,0.913,16.62,208.1,0.7709,334642108.0,208.1,29.0,75.0,3.0,>60 min,0.2047,0.1889,0.7709,0.443,Optional
165,Dulsberg,53.572916000000006,10.06819,6800,0.25,0.7391,15.53,133.3,0.8465,475051711.0,133.3,33.0,78.0,2.0,>60 min,0.2557,0.1767,0.8465,0.4811,Recommend Deutschlandticket
166,Hohenfelde,53.560858,10.020637,5800,1.0,0.6522,16.31,386.8,0.6167,10718408319.0,386.8,36.0,78.0,2.0,>60 min,0.3114,0.1767,0.6167,0.3931,Optional
167,Langenbek,53.486657,9.949675,3400,1.0,0.3043,24.78,664.0,0.436,2414399032.0,664.0,34.0,198.0,2.0,>60 min,0.008,0.0123,0.436,0.1941,Not recommended
168,Marmstorf,53.44074499999999,9.95617,2900,1.0,0.1739,29.8,222.5,0.7572,344502359.0,222.5,37.0,164.0,3.0,>60 min,0.0323,0.0261,0.7572,0.3426,Optional
169,St. Pauli,53.55841700000001,9.955282,6100,1.0,1.0,16.84,340.8,0.6531,5948715578.0,340.8,30.0,77.0,3.0,>60 min,0.2087,0.1807,0.6531,0.3899,Optional
170,Norderstedt-Garstedt,53.728463,10.015028,2900,1.0,0.3478,2.52,602.2,0.4711,1122509653.0,602.2,11.0,43.0,1.0,30–45 min,0.0545,0.3846,0.4711,0.3565,Optional
171,Eimsbüttel,53.586013,9.946298,5500,1.0,0.6957,13.98,159.8,0.8189,1519693504.0,159.8,24.0,78.0,3.0,>60 min,0.1054,0.1767,0.8189,0.4395,Optional
172,Ohlsdorf,53.620248,10.037221,2800,1.0,0.2174,9.92,255.6,0.7266,554911195.0,255.6,20.0,45.0,1.0,30–45 min,0.2865,0.3679,0.7266,0.5064,Recommend Deutschlandticket
173,Schnelsen,53.635083,9.921783,2900,1.0,0.3043,9.64,337.2,0.6561,5393392547.0,337.2,15.0,79.0,3.0,>60 min,0.014,0.1728,0.6561,0.3498,Optional
174,Norderstedt-Mitte,53.701081,10.013705,3800,1.0,0.5217,0.97,299.0,0.6882,8496131505.0,299.0,6.0,31.0,0.0,30–45 min,0.0155,0.5021,0.6882,0.486,Recommend Deutschlandticket
175,Harvestehude,53.572281,9.992162,4500,1.0,0.4783,15.01,86.6,0.8974,6397975462.0,86.6,33.0,62.0,2.0,>60 min,0.4153,0.2521,0.8974,0.5627,Recommend Deutschlandticket
176,Ottensen,53.544111,9.927788,7500,1.0,0.8261,18.8,96.7,0.8862,2199898785.0,96.7,33.0,134.0,2.0,>60 min,0.0469,0.0509,0.8862,0.4103,Optional
177,Barmbek-Nord,53.599738,10.041559,5600,1.0,0.7826,12.21,118.4,0.8624,6079982761.0,118.4,26.0,54.0,2.0,45–60 min,0.3406,0.3012,0.8624,0.551,Recommend Deutschlandticket
178,Norderstedt-Hudtwalcker,53.715543,9.994184,3100,0.25,0.3043,1.11,229.3,0.7508,1161821063.0,229.3,6.0,24.0,0.0,≤30 min,0.0498,0.5866,0.7508,0.5511,Recommend Deutschlandticket
179,Volksdorf,53.655182,10.191334,2100,1.0,0.1304,13.72,659.5,0.4385,474578938.0,659.5,36.0,247.0,3.0,>60 min,0.0028,0.0041,0.4385,0.1912,Not recommended
180,Rothenburgsort,53.53039,10.044812,4100,1.0,0.6087,19.85,156.6,0.8222,21296547.0,156.6,46.0,99.0,3.0,>60 min,0.3159,0.1108,0.8222,0.4581,Recommend Deutschlandticket
181,Volksdorf,53.638874,10.19535,2100,1.0,0.1304,14.8,819.4,0.3591,13668367282.0,819.4,36.0,231.0,3.0,>60 min,0.0044,0.0059,0.3591,0.1579,Not recommended
182,Volksdorf,53.638105,10.17581,2100,1.0,0.1304,13.76,486.1,0.5446,5508179899.0,486.1,36.0,151.0,3.0,>60 min,0.041,0.0349,0.5446,0.2559,Not recommended
183,Ohlsdorf,53.616047,10.033789,2800,1.0,0.2174,10.33,193.3,0.7853,287057342.0,193.3,22.0,48.0,1.0,45–60 min,0.3067,0.3442,0.7853,0.5269,Recommend Deutschlandticket
184,St. Pauli,53.55711,9.971584,6100,1.0,1.0,16.81,156.1,0.8227,5456797813.0,156.1,32.0,66.0,3.0,>60 min,0.3456,0.2307,0.8227,0.5087,Recommend Deutschlandticket
185,Harburg,53.467561,9.971007,5200,1.0,0.7826,26.73,111.3,0.8701,5695460623.0,111.3,36.0,153.0,2.0,>60 min,0.0388,0.0334,0.8701,0.3952,Optional
186,Farmsen-Berne,53.61249300000001,10.151301,3200,1.0,0.3913,14.38,155.8,0.823,8237684962.0,155.8,34.0,178.0,2.0,>60 min,0.0145,0.0191,0.823,0.3648,Optional
187,Uhlenhorst,53.567547,10.026741,5200,1.0,0.5652,15.6,234.0,0.7464,13013893918.0,234.0,33.0,74.0,3.0,>60 min,0.2887,0.1931,0.7464,0.4506,Recommend Deutschlandticket
188,Groß Flottbek,53.568547,9.886783,2100,1.0,0.087,17.22,180.9,0.7976,2356451229.0,180.9,26.0,100.0,5.0,>60 min,0.0581,0.1084,0.7976,0.3956,Optional
189,Horn,53.55651,10.085467,4900,1.0,0.3478,17.62,296.7,0.6901,4256011797.0,296.7,36.0,91.0,3.0,>60 min,0.217,0.1324,0.6901,0.3896,Optional
190,Schnelsen,53.633512,9.9122,2900,1.0,0.3043,10.14,24.7,0.9696,361552828.0,24.7,19.0,77.0,3.0,>60 min,0.0472,0.1807,0.9696,0.4944,Recommend Deutschlandticket
191,Norderstedt-Mitte,53.717467000000006,10.004272,3800,1.0,0.5217,1.17,266.8,0.7164,4879772860.0,266.8,7.0,36.0,0.0,30–45 min,0.0159,0.4493,0.7164,0.4787,Recommend Deutschlandticket
192,Niendorf,53.617505,9.951727,3200,1.0,0.3478,10.52,173.4,0.8051,1049123715.0,173.4,20.0,60.0,2.0,45–60 min,0.1353,0.2636,0.8051,0.4717,Recommend Deutschlandticket
193,Blankenese,53.569679,9.807033,1800,1.0,0.2174,20.04,160.7,0.818,96629837.0,160.7,37.0,158.0,3.0,>60 min,0.038,0.0299,0.818,0.3713,Optional
194,Langenbek,53.488829,9.950226,3400,1.0,0.3043,24.53,820.3,0.3587,2414399032.0,820.3,35.0,230.0,3.0,>60 min,0.0038,0.006,0.3587,0.1576,Not recommended
195,Harvestehude,53.590413,9.980843,4500,1.0,0.4783,13.06,202.2,0.7767,288256789.0,202.2,26.0,66.0,2.0,>60 min,0.2147,0.2307,0.7767,0.4629,Recommend Deutschlandticket
196,Eppendorf,53.582926,9.98829,6200,1.0,0.8261,13.84,139.8,0.8397,2161074869.0,139.8,30.0,59.0,2.0,45–60 min,0.3803,0.2695,0.8397,0.5373,Recommend Deutschlandticket
197,Marienthal,53.562466,10.097118,5100,1.0,0.4783,17.25,837.9,0.3509,7589465894.0,837.9,38.0,155.0,2.0,>60 min,0.046,0.0319,0.3509,0.1722,Not recommended
198,Allermöhe,53.50690400000001,10.153295,3500,1.0,0.3913,24.39,1490.9,0.1551,5936290430.0,1490.9,48.0,181.0,2.0,>60 min,0.0626,0.0179,0.1551,0.0859,Not recommended
199,Hoheluft-Ost,53.573089,9.97781,5800,0.25,0.6087,15.0,181.8,0.7967,2467433728.0,181.8,34.0,64.0,3.0,>60 min,0.4138,0.2412,0.7967,0.5149,Recommend Deutschlandticket
200,St. Pauli,53.551616,9.964005,6100,1.0,1.0,17.49,232.7,0.7476,6134774954.0,232.7,32.0,70.0,3.0,>60 min,0.305,0.2111,0.7476,0.461,Recommend Deutschlandticket
201,Harburg,53.46804300000001,9.970246,5200,1.0,0.7826,26.68,235.5,0.745,5695460623.0,235.5,36.0,155.0,2.0,>60 min,0.0367,0.0319,0.745,0.3403,Optional
202,Norderstedt-Friedrichsgabe,53.68865400000001,9.991751,2200,1.0,0.1304,2.17,270.8,0.7129,360340561.0,270.8,4.0,20.0,0.0,≤30 min,0.0183,0.6412,0.7129,0.5488,Recommend Deutschlandticket
203,Langenhorn,53.657101,10.011929,3100,1.0,0.3043,5.58,343.7,0.6508,1610039055.0,343.7,13.0,46.0,1.0,45–60 min,0.079,0.3598,0.6508,0.4297,Optional
204,Rotherbaum,53.573086,9.979814,5200,1.0,0.7826,14.98,118.2,0.8626,3950848024.0,118.2,33.0,66.0,3.0,>60 min,0.3679,0.2307,0.8626,0.5303,Recommend Deutschlandticket
205,Altona-Altstadt,53.560979,9.925554,4200,1.0,0.8696,17.04,175.8,0.8027,5496142232.0,175.8,25.0,90.0,4.0,>60 min,0.0743,0.1353,0.8027,0.411,Optional
206,Lokstedt,53.601603,9.958976,4800,1.0,0.4348,12.09,365.6,0.6332,1578177705.0,365.6,26.0,72.0,4.0,>60 min,0.1705,0.2019,0.6332,0.3816,Optional
207,Rotherbaum,53.57452900000001,9.975171,5200,1.0,0.7826,14.86,219.8,0.7598,3453773193.0,219.8,32.0,63.0,3.0,>60 min,0.3796,0.2466,0.7598,0.4942,Recommend Deutschlandticket
208,Billstedt,53.53178000000001,10.093696,6200,0.25,0.7826,20.4,92.8,0.8905,6278409650.0,92.8,44.0,160.0,2.0,>60 min,0.0716,0.0286,0.8905,0.4087,Optional
209,Blankenese,53.564642000000006,9.801433,1800,1.0,0.2174,20.71,102.5,0.8797,287875669.0,102.5,37.0,148.0,3.0,>60 min,0.0498,0.0373,0.8797,0.403,Optional
210,Langenhorn,53.65785500000001,9.992757,3100,1.0,0.3043,5.51,700.3,0.4167,1610066969.0,700.3,12.0,47.0,1.0,45–60 min,0.0541,0.3519,0.4167,0.3209,Optional
211,Billbrook,53.52686800000001,10.06875,3800,0.25,0.5652,20.52,12.5,0.9844,5643903947.0,12.5,44.0,101.0,3.0,>60 min,0.2738,0.106,0.9844,0.5179,Recommend Deutschlandticket
212,Wandsbek,53.55724,10.07313,5900,0.25,0.9565,17.3,437.7,0.5786,336031562.0,437.7,43.0,94.0,4.0,>60 min,0.3054,0.1238,0.5786,0.3559,Optional
213,Hoheluft-Ost,53.585236,9.972542,5800,0.25,0.6087,13.7,131.4,0.8486,12703149817.0,131.4,28.0,67.0,4.0,>60 min,0.2484,0.2256,0.8486,0.4987,Recommend Deutschlandticket
214,Heimfeld,53.476386,9.948725,3800,1.0,0.4348,25.92,166.7,0.8119,5758449277.0,166.7,35.0,176.0,2.0,>60 min,0.0178,0.02,0.8119,0.361,Optional
215,Hamm,53.555223,10.044374,5400,1.0,0.6522,17.11,85.8,0.8983,345002598.0,85.8,40.0,81.0,3.0,>60 min,0.3588,0.1653,0.8983,0.5197,Recommend Deutschlandticket
216,Horn,53.564531,10.085267,4900,1.0,0.3478,16.76,530.3,0.5154,6128819453.0,530.3,36.0,92.0,3.0,>60 min,0.2111,0.1295,0.5154,0.312,Optional
217,Rotherbaum,53.573112,9.989755,5200,1.0,0.7826,14.93,56.1,0.9323,490567614.0,56.1,33.0,60.0,2.0,45–60 min,0.4412,0.2636,0.9323,0.5871,Recommend Deutschlandticket
218,Blankenese,53.55084300000001,9.798964,1800,1.0,0.2174,22.01,151.2,0.8278,91891167.0,151.2,43.0,167.0,3.0,>60 min,0.0559,0.0245,0.8278,0.3771,Optional
219,Norderstedt-Mitte,53.707109,9.993998,3800,1.0,0.5217,0.59,118.8,0.862,1605800106.0,118.8,3.0,14.0,0.0,≤30 min,0.0256,0.7326,0.862,0.6484,Recommend Deutschlandticket
220,Barmbek-Süd,53.58512,10.045885,6400,0.25,0.8696,13.86,196.5,0.7822,417016471.0,196.5,31.0,65.0,2.0,>60 min,0.3339,0.2359,0.7822,0.4908,Recommend Deutschlandticket
221,St. Pauli,53.544725,9.973427,6100,1.0,1.0,18.17,129.1,0.851,9460477324.0,129.1,38.0,70.0,3.0,>60 min,0.4308,0.2111,0.851,0.5305,Recommend Deutschlandticket
222,Fuhlsbüttel,53.630633,10.015631,2400,1.0,0.2609,8.54,316.0,0.6737,356299388.0,316.0,16.0,46.0,2.0,45–60 min,0.1534,0.3598,0.6737,0.4543,Recommend Deutschlandticket
223,Farmsen-Berne,53.623038,10.139498,3200,1.0,0.3913,12.99,218.7,0.7608,10943992092.0,218.7,32.0,99.0,2.0,>60 min,0.1232,0.1108,0.7608,0.3935,Optional
224,Norderstedt-Garstedt,53.720677,10.036525,2900,1.0,0.3478,2.69,984.2,0.2922,5317323637.0,984.2,11.0,47.0,1.0,45–60 min,0.0379,0.3519,0.2922,0.264,Not recommended
225,Eimsbüttel,53.57779100000001,9.944308,5500,1.0,0.6957,14.9,252.6,0.7292,301704270.0,252.6,23.0,79.0,3.0,>60 min,0.0876,0.1728,0.7292,0.3958,Optional
226,Duvenstedt,53.71721899999999,10.084016,1600,0.0,0.0435,5.47,645.9,0.446,667060730.0,645.9,15.0,45.0,1.0,30–45 min,0.1353,0.3679,0.446,0.3555,Optional
227,Altona-Nord,53.552155000000006,9.95003,6800,0.25,0.913,17.59,329.8,0.6621,287892666.0,329.8,32.0,77.0,4.0,>60 min,0.2451,0.1807,0.6621,0.401,Optional
228,Dulsberg,53.57040500000001,10.055201,6800,0.25,0.7391,15.59,222.8,0.7569,1094105235.0,222.8,38.0,74.0,2.0,>60 min,0.3878,0.1931,0.7569,0.4747,Recommend Deutschlandticket
229,Jenfeld,53.57700500000001,10.136521,4800,1.0,0.5217,16.95,66.9,0.9198,448599772.0,66.9,44.0,101.0,3.0,>60 min,0.2738,0.106,0.9198,0.4901,Recommend Deutschlandticket
230,Othmarschen,53.555274,9.891818,2800,1.0,0.1739,18.42,64.0,0.9231,337604140.0,64.0,24.0,128.0,3.0,>60 min,0.0131,0.0582,0.9231,0.4222,Optional
231,Rotherbaum,53.55648299999999,9.986738,5200,1.0,0.7826,16.79,290.7,0.6953,5257886401.0,290.7,33.0,65.0,2.0,>60 min,0.3792,0.2359,0.6953,0.4623,Recommend Deutschlandticket
232,Barmbek-Nord,53.59323199999999,10.050705,5600,1.0,0.7826,13.05,137.2,0.8424,6126311039.0,137.2,25.0,63.0,2.0,>60 min,0.2187,0.2466,0.8424,0.498,Recommend Deutschlandticket
233,Norderstedt-Garstedt,53.722795,10.026872,2900,1.0,0.3478,2.36,266.6,0.7166,5317323637.0,266.6,8.0,37.0,1.0,30–45 min,0.0266,0.4395,0.7166,0.4772,Recommend Deutschlandticket
234,Wandsbek,53.578574,10.088582,5900,0.25,0.9565,15.37,101.2,0.8811,303845755.0,101.2,35.0,88.0,3.0,>60 min,0.22,0.1415,0.8811,0.4759,Recommend Deutschlandticket
235,Norderstedt-Mitte,53.7072,9.994563,3800,1.0,0.5217,0.56,182.6,0.7959,1605800106.0,182.6,5.0,13.0,0.0,≤30 min,0.2019,0.7491,0.7959,0.6609,Recommend Deutschlandticket
236,Heimfeld,53.46738000000001,9.952697,3800,1.0,0.4348,26.88,498.4,0.5363,5961392026.0,498.4,34.0,161.0,2.0,>60 min,0.0239,0.0279,0.5363,0.2463,Not recommended
237,Alsterdorf,53.59921800000001,10.000861,3900,1.0,0.3478,12.0,358.2,0.6391,295251675.0,358.2,26.0,57.0,2.0,45–60 min,0.3035,0.2818,0.6391,0.4401,Optional
238,Harburg,53.453313,9.969674,5200,1.0,0.7826,28.32,473.4,0.5533,344506717.0,473.4,39.0,157.0,2.0,>60 min,0.0485,0.0305,0.5533,0.2595,Not recommended
239,Altona-Altstadt,53.551664,9.93327,4200,1.0,0.8696,17.89,32.4,0.9604,1454704284.0,32.4,32.0,72.0,4.0,>60 min,0.2865,0.2019,0.9604,0.5457,Recommend Deutschlandticket
240,Othmarschen,53.549883,9.888231,2800,1.0,0.1739,19.06,172.0,0.8066,6258610811.0,172.0,27.0,137.0,3.0,>60 min,0.017,0.0476,0.8066,0.3688,Optional
241,Langenbek,53.471223,9.942811,3400,1.0,0.3043,26.54,131.9,0.848,344479065.0,131.9,32.0,159.0,2.0,>60 min,0.0189,0.0292,0.848,0.3802,Optional
242,Heimfeld,53.463609,9.957119,3800,1.0,0.4348,27.26,96.4,0.8865,290134469.0,96.4,35.0,156.0,3.0,>60 min,0.0315,0.0312,0.8865,0.4,Optional
243,Niendorf,53.61604200000001,9.933865,3200,1.0,0.3478,11.11,950.1,0.3049,660732892.0,950.1,20.0,77.0,2.0,>60 min,0.0578,0.1807,0.3049,0.2099,Not recommended
244,Groß Borstel,53.585414,9.974379,4500,0.25,0.3913,13.66,255.9,0.7262,3547825339.0,255.9,28.0,69.0,3.0,>60 min,0.2312,0.2158,0.7262,0.4389,Optional
245,Marienthal,53.55957900000001,10.096739,5100,1.0,0.4783,17.54,309.2,0.6794,7589729429.0,309.2,44.0,150.0,2.0,>60 min,0.0899,0.0357,0.6794,0.324,Optional
246,Allermöhe,53.511551,10.169848,3500,1.0,0.3913,24.4,624.8,0.4579,11524596225.0,624.8,47.0,165.0,2.0,>60 min,0.0812,0.0256,0.4579,0.223,Not recommended
247,Marienthal,53.553589,10.098658,5100,1.0,0.4783,18.21,105.1,0.8769,7589671224.0,105.1,40.0,96.0,3.0,>60 min,0.2466,0.1184,0.8769,0.4708,Recommend Deutschlandticket
248,Barmbek-Süd,53.583179,10.046898,6400,0.25,0.8696,14.08,78.2,0.9069,6505761045.0,78.2,29.0,68.0,2.0,>60 min,0.2606,0.2207,0.9069,0.5244,Recommend Deutschlandticket
249,Uhlenhorst,53.575024,10.028354,5200,1.0,0.5652,14.78,328.7,0.6631,8731310261.0,328.7,30.0,80.0,3.0,>60 min,0.1889,0.169,0.6631,0.386,Optional
250,Barmbek-Nord,53.59830600000001,10.036656,5600,1.0,0.7826,12.3,21.4,0.9736,4012657696.0,21.4,24.0,60.0,2.0,45–60 min,0.2231,0.2636,0.9736,0.5617,Recommend Deutschlandticket
251,Rahlstedt,53.607274,10.160681,3600,1.0,0.6522,15.23,378.3,0.6232,2360193161.0,378.3,39.0,162.0,2.0,>60 min,0.0427,0.0273,0.6232,0.2873,Not recommended
252,Lohbrügge,53.498087,10.205105,3200,1.0,0.3478,26.83,246.0,0.7353,336374340.0,246.0,52.0,174.0,2.0,>60 min,0.0957,0.0209,0.7353,0.3438,Optional
253,Winterhude,53.599197,10.000487,4800,1.0,0.6087,12.0,382.6,0.6198,295251675.0,382.6,26.0,57.0,2.0,45–60 min,0.3035,0.2818,0.6198,0.4318,Optional
254,Niendorf,53.626097,9.940547,3200,1.0,0.3478,9.91,367.2,0.6319,1706423559.0,367.2,19.0,57.0,2.0,45–60 min,0.1353,0.2818,0.6319,0.4037,Optional
255,Niendorf,53.60878100000001,9.944859,3200,1.0,0.3478,11.59,947.5,0.306,258080408.0,947.5,28.0,84.0,4.0,>60 min,0.1353,0.1546,0.306,0.2161,Not recommended
256,Horn,53.566208,10.064729,4900,1.0,0.3478,16.19,548.9,0.5035,6208026621.0,548.9,37.0,80.0,2.0,>60 min,0.3128,0.169,0.5035,0.3417,Optional
257,Marmstorf,53.432735,9.954334,2900,1.0,0.1739,30.69,1111.5,0.2492,3567220227.0,1111.5,42.0,175.0,3.0,>60 min,0.0421,0.0205,0.2492,0.1234,Not recommended
258,Othmarschen,53.544152,9.881019,2800,1.0,0.1739,19.84,938.6,0.3094,6148360137.0,938.6,27.0,155.0,3.0,>60 min,0.0087,0.0319,0.3094,0.147,Not recommended
259,Ottensen,53.557825,9.920533,7500,1.0,0.8261,17.48,263.4,0.7194,5901964557.0,263.4,26.0,94.0,4.0,>60 min,0.0731,0.1238,0.7194,0.3706,Optional
260,Wandsbek,53.57585200000001,10.073352,5900,0.25,0.9565,15.32,107.7,0.8741,6125403593.0,107.7,32.0,86.0,2.0,>60 min,0.185,0.1479,0.8741,0.4684,Recommend Deutschlandticket
261,Rotherbaum,53.561934,9.993557,5200,1.0,0.7826,16.16,186.8,0.7918,1502029203.0,186.8,36.0,68.0,2.0,>60 min,0.4111,0.2207,0.7918,0.5046,Recommend Deutschlandticket
262,Langenbek,53.48042,9.936687,3400,1.0,0.3043,25.6,1409.6,0.1717,5757290056.0,1409.6,33.0,176.0,2.0,>60 min,0.0131,0.02,0.1717,0.0841,Not recommended
263,St. Pauli,53.549758,9.955872,6100,1.0,1.0,17.78,49.4,0.9401,5856068648.0,49.4,32.0,70.0,4.0,>60 min,0.305,0.2111,0.9401,0.544,Recommend Deutschlandticket
264,Rotherbaum,53.576891,9.996002,5200,1.0,0.7826,14.49,239.9,0.7409,335626857.0,239.9,32.0,69.0,2.0,>60 min,0.3147,0.2158,0.7409,0.4618,Recommend Deutschlandticket
265,Sasel,53.643463,10.121531,2700,1.0,0.3043,10.55,78.4,0.9067,1726415130.0,78.4,26.0,139.0,3.0,>60 min,0.013,0.0456,0.9067,0.4104,Optional
266,Harvestehude,53.58693,9.994504,4500,1.0,0.4783,13.38,348.6,0.6468,5943781979.0,348.6,28.0,59.0,2.0,45–60 min,0.3305,0.2695,0.6468,0.4443,Optional
267,Eimsbüttel,53.57838100000001,9.952308,5500,1.0,0.6957,14.7,186.9,0.7917,10646610007.0,186.9,25.0,77.0,3.0,>60 min,0.1249,0.1807,0.7917,0.4331,Optional
268,Harvestehude,53.575017,9.978257,4500,1.0,0.4783,14.78,277.4,0.7070000000000001,3144002032.0,277.4,31.0,63.0,3.0,>60 min,0.3562,0.2466,0.7070000000000001,0.4668,Recommend Deutschlandticket
269,Blankenese,53.54993,9.810602,1800,1.0,0.2174,21.62,638.6,0.4501,91891167.0,638.6,38.0,165.0,3.0,>60 min,0.0354,0.0256,0.4501,0.2105,Not recommended
270,Altona-Altstadt,53.55707099999999,9.926982,4200,1.0,0.8696,17.43,264.6,0.7183,582687464.0,264.6,27.0,94.0,4.0,>60 min,0.0836,0.1238,0.7183,0.3722,Optional
271,Ottensen,53.55334300000001,9.936739,7500,1.0,0.8261,17.65,286.9,0.6987,1686600814.0,286.9,32.0,73.0,4.0,>60 min,0.2777,0.1975,0.6987,0.4295,Optional
272,Eppendorf,53.603768,9.993138,6200,1.0,0.8261,11.51,277.2,0.7071,1599013611.0,277.2,23.0,60.0,2.0,45–60 min,0.2001,0.2636,0.7071,0.4423,Optional
273,Ottensen,53.550758,9.916398,7500,1.0,0.8261,18.31,166.9,0.8117,336214852.0,166.9,26.0,99.0,3.0,>60 min,0.0603,0.1108,0.8117,0.403,Optional
